0 12 4 8 108.074 120.067 108 120 108.074 120.067 112.071 112.071 116.069 116.069 46.8188 45.607 44.7214 44.1814 44 113.772 158.795 147.187 156.205 144.499 153.675 147.513 150.572 76.1052 76.4199 76.9415 175.362 172.557 166.901 169.8 107.703 105.679 112.712 111.14 109.179 87.818 80.9938 84.3801 77.2528 85.8836 82.365 84.0952 80.4984 82.4621 78.7909 8.94427 12.6491 16.4924 16 17.8885 21.5407 112.925 109.252 114.612 114.543 179.689 176.59 175.864 172.696 178.572 174.723 177.539 173.666 126.491 130.782 122.703 
12 0 8 4 96.0833 108.074 96 108 96.0833 108.074 100.08 100.08 104.077 104.077 58.2409 57.2713 56.5685 56.1427 56 112.285 149.933 138.622 147.187 135.765 144.499 138.622 141.534 64.1249 64.4981 65.1153 167.093 164.146 158.493 161.245 97.6524 95.4149 102.215 100.955 98.7927 94.4034 85.8836 91.214 82.365 92.0869 88.8144 89.8888 86.5332 87.818 84.3801 5.65685 4 5.65685 4 29.1204 32.9848 108.812 104.995 109.252 110.055 183.521 179.689 179.778 175.864 182.165 178.393 180.887 177.088 123.223 126.491 119.331 
4 8 0 4 104.077 116.069 104 116 104.077 116.069 108.074 108.074 112.071 112.071 50.5964 49.4773 48.6621 48.1664 48 113.137 155.795 144.278 153.154 141.534 150.572 144.499 147.513 72.111 72.4431 72.9932 172.557 169.706 164.049 166.901 104.307 102.215 109.179 107.703 105.679 89.8888 82.4621 86.5332 78.7909 87.818 84.3801 85.8836 82.365 84.0952 80.4984 5.65685 8.94427 12.6491 12 21.5407 25.2982 111.427 107.703 112.712 112.925 180.887 177.539 177.088 173.666 179.689 175.864 178.572 174.723 125.284 129.244 121.458 
8 4 4 0 100.08 112.071 100 112 100.08 112.071 104.077 104.077 108.074 108.074 54.4059 53.3667 52.6118 52.1536 52 112.641 152.84 141.421 150.147 138.622 147.513 141.534 144.499 68.1175 68.469 69.0507 169.8 166.901 161.245 164.049 100.955 98.7927 105.679 104.307 102.215 92.0869 84.0952 88.8144 80.4984 89.8888 86.5332 87.818 84.3801 85.8836 82.365 4 5.65685 8.94427 8 25.2982 29.1204 110.055 106.283 110.923 111.427 182.165 178.572 178.393 174.723 180.887 177.088 179.689 175.864 124.193 127.812 120.333 
108.074 96.0833 104.077 100.08 0 12 4 12.6491 8 14.4222 4 8.94427 8 11.3137 152.473 152.21 152.053 152 152.053 139.313 100.717 96 96.7471 92 92.7793 92.0869 92.3472 32.9848 34.176 35.7771 121.062 117.098 112.641 113.137 54.4059 50.5964 48.6621 53.3667 49.4773 168.19 153.883 166.517 152.053 164.584 162.874 160.997 159.248 157.429 155.641 100 96 92 92.0869 124.579 128.561 118.727 115.378 109.179 116.619 232 223.893 229.12 220.907 229.26 226.345 226.557 223.607 134.462 128.81 131.027 
120.067 108.074 116.069 112.071 12 0 12.6491 4 14.4222 8 8 11.3137 4 8.94427 164.438 164.195 164.049 164 164.049 147.187 100 96.7471 96 92.7793 92 92.3472 92.0869 44.7214 45.607 46.8188 120.067 116.069 112 112.071 59.0593 55.5698 52 57.2713 53.6656 179.109 164.584 177.539 162.874 175.454 173.851 171.814 170.176 168.19 166.517 112 108 104 104.077 136.528 140.513 125.603 122.442 115.378 123.223 240.433 232 237.655 229.12 237.588 234.776 234.776 231.931 140.911 134.462 137.637 
108 96 104 100 4 12.6491 0 12 4 12.6491 5.65685 5.65685 8.94427 8.94427 152.84 152.473 152.21 152.053 152 142.436 104.69 100 100.717 96 96.7471 96.0833 96.3328 32.249 32.9848 34.176 125.028 121.062 116.619 117.098 58.2409 54.4059 52.6118 57.2713 53.3667 169.941 155.795 168.19 153.883 166.373 164.584 162.825 160.997 159.298 157.429 100.08 96.0833 92.0869 92 124.258 128.25 122.115 118.727 112.712 120.067 234.913 226.91 232 223.893 232.207 229.26 229.539 226.557 137.928 132.424 134.462 
120 108 116 112 12.6491 4 12 0 12.6491 4 8.94427 8.94427 5.65685 5.65685 164.779 164.438 164.195 164.049 164 150.147 104 100.717 100 96.7471 96 96.3328 96.0833 44.1814 44.7214 45.607 124.064 120.067 116 116.069 62.6099 59.0593 55.7136 60.9262 57.2713 180.754 166.373 179.109 164.584 177.133 175.454 173.528 171.814 169.941 168.19 112.071 108.074 104.077 104 136.235 140.228 128.81 125.603 118.727 126.491 243.245 234.913 240.433 232 240.433 237.588 237.655 234.776 144.222 137.928 140.911 
108.074 96.0833 104.077 100.08 8 14.4222 4 12.6491 0 12 8.94427 4 11.3137 8 153.31 152.84 152.473 152.21 152.053 145.602 108.665 104 104.69 100 100.717 100.08 100.319 32 32.249 32.9848 128.996 125.028 120.599 121.062 62.0967 58.2409 56.5685 61.1882 57.2713 171.767 157.785 169.941 155.795 168.238 166.373 164.73 162.825 161.245 159.298 100.319 96.3328 92.3472 92.0869 124.064 128.062 125.539 122.115 116.276 123.548 237.857 229.957 234.913 226.91 235.185 232.207 232.551 229.539 141.421 136.059 137.928 
120.067 108.074 116.069 112.071 14.4222 8 12.6491 4 12 0 11.3137 8 8.94427 4 165.215 164.779 164.438 164.195 164.049 153.154 108 104.69 104 100.717 100 100.319 100.08 44 44.1814 44.7214 128.062 124.064 120 120.067 66.2118 62.6099 59.4643 64.622 60.9262 182.472 168.238 180.754 166.373 178.885 177.133 175.317 173.528 171.767 169.941 112.285 108.296 104.307 104.077 136.059 140.057 132.061 128.81 122.115 129.8 246.089 237.857 243.245 234.913 243.311 240.433 240.566 237.655 147.567 141.421 144.222 
