0 64 72.4431 64.4981 68.469 125.603 122.442 123.223 120 120.93 117.644 118.727 115.378 55.5698 60 57.6888 16.4924 68.8186 65.6049 66.5733 63.2456 64.4981 61.0574 62.6099 59.0593 91.214 99.0353 96.1665 85.0412 93.3809 82.0731 90.6863 93.723 84.8528 96.3328 87.7268 55.5698 66.2118 59.0593 62.6099 93.0376 78.8923 89.4427 85.8836 82.365 59.4643 60.9262 20.3961 28 20 28.2843 20.3961 29.1204 21.5407 25.2982 25.2982 120.333 121.852 126.491 131.21 129.8 134.402 133.147 137.637 128.81 135.351 102.528 104 105.603 68.1175 29.1204 117.644 120 122.442 124.964 72.4431 72.111 52.1536 55.7136 48.1664 
64 0 11.3137 8 8.94427 84.0952 82.4621 80.4984 78.7909 76.9415 75.1532 73.4302 71.5542 103.769 110.923 107.331 80.0999 40.7922 41.7612 36.8782 37.9473 32.9848 34.176 29.1204 30.4631 139.943 150.36 148.486 136 146.697 134.164 144.997 143.388 137.753 146.86 141.365 115.447 127.122 119.331 123.223 44.7214 40.1995 43.0813 41.7612 40.7922 21.5407 25.2982 44.1814 36 44 36.2215 44.1814 36.8782 44.7214 40.7922 40.7922 113.772 113.137 171.207 177.629 173.666 180 176.182 182.428 174.402 179.287 164 164.924 165.94 119.867 77.2528 173.851 175.454 177.133 178.885 91.214 93.723 85.6037 98.7927 83.2346 
72.4431 11.3137 0 8 4 88.5438 87.3613 84.7585 83.5225 80.9938 79.6994 77.2528 75.8947 114.612 121.655 118.119 88.0909 50.5964 52 46.8188 48.3322 43.0813 44.7214 39.3954 41.1825 150.944 161.245 159.298 146.86 157.429 144.941 155.641 154.35 148.486 157.785 152.053 121.655 133.507 125.603 129.553 34.176 32.249 32.9848 32.249 32 20 22.6274 53.3667 44.7214 52.6118 44.1814 52.1536 44 52 50.5964 48 107.703 106.733 173.066 179.778 175.317 181.945 177.629 184.174 176.409 180.887 170.317 171.02 171.814 124.064 87.7268 178.393 179.778 181.24 182.779 90.5097 93.3809 96.8297 109.836 94.4034 
64.4981 8 8 0 4 91.3893 89.8888 87.7268 86.1626 84.0952 82.4621 80.4984 78.7909 107.703 114.612 111.14 80.0999 48.6621 49.4773 44.7214 45.607 40.7922 41.7612 36.8782 37.9473 144.222 154.35 152.315 139.943 150.36 137.928 148.486 147.567 141.421 150.944 144.941 113.772 125.603 117.712 121.655 37.7359 32.249 35.7771 34.176 32.9848 14.4222 17.8885 45.607 36.8782 44.7214 36.2215 44.1814 36 44 43.0813 40 105.906 105.224 166.469 173.066 168.808 175.317 171.207 177.629 169.753 174.402 162.432 163.169 164 116.619 80.4984 170.88 172.325 173.851 175.454 85.0412 87.7268 90.6863 103.228 88.0909 
68.469 8.94427 4 4 0 89.8888 88.5438 86.1626 84.7585 82.4621 80.9938 78.7909 77.2528 111.14 118.119 114.612 84.0952 49.4773 50.5964 45.607 46.8188 41.7612 43.0813 37.9473 39.3954 147.567 157.785 155.795 143.388 153.883 141.421 152.053 150.944 144.941 154.35 148.486 117.712 129.553 121.655 125.603 35.7771 32 34.176 32.9848 32.249 16.9706 20 49.4773 40.7922 48.6621 40.1995 48.1664 40 48 46.8188 44 106.733 105.906 169.753 176.409 172.047 178.617 174.402 180.887 173.066 177.629 166.373 167.093 167.905 120.333 84.0952 174.631 176.045 177.539 179.109 87.7268 90.5097 93.723 106.508 91.214 
125.603 84.0952 88.5438 91.3893 89.8888 0 4 4 5.65685 8 8.94427 12 12.6491 131.027 138.852 134.937 140.911 56.8507 60 59.4643 62.482 62.2254 65.1153 65.1153 67.8823 156.051 168.048 168.19 156.461 168.428 156.818 168.76 160.05 160.798 164.049 164.779 180.887 190.83 184.174 187.489 117.098 120.333 117.712 118.457 119.331 105.603 109.252 107.629 104.69 110.345 107.629 113.137 110.635 116 101.98 113.278 196.163 195.059 248.966 254.558 251.873 257.402 254.81 260.277 251.746 257.527 225.743 227.754 229.817 192.666 118.186 243.212 245.601 248.032 250.503 174.264 176.409 106.733 122.376 107.703 
122.442 82.4621 87.3613 89.8888 88.5438 4 0 5.65685 4 8.94427 8 12.6491 12 127.122 134.937 131.027 137.637 53.8145 56.8507 56.5685 59.4643 59.4643 62.2254 62.482 65.1153 152.053 164.049 164.195 152.473 164.438 152.84 164.779 156.051 156.818 160.05 160.798 177.629 187.489 180.887 184.174 116.619 119.331 117.098 117.712 118.457 104 107.703 104.69 101.98 107.48 104.995 110.345 108.074 113.278 99.0353 110.635 195.059 194.031 246.219 251.746 249.159 254.621 252.127 257.527 248.966 254.81 222.279 224.321 226.416 189.694 114.543 240 242.421 244.884 247.386 172.186 174.264 102.84 118.457 103.846 
123.223 80.4984 84.7585 87.7268 86.1626 4 5.65685 0 4 4 5.65685 8 8.94427 130.231 138.101 134.164 138.679 54.4059 57.6888 56.8507 60 59.4643 62.482 62.2254 65.1153 156 168 168.048 156.205 168.19 156.461 168.428 160 160.449 164 164.438 178.617 188.68 181.945 185.3 113.137 116.482 113.772 114.543 115.447 101.98 105.603 104.995 101.823 107.629 104.69 110.345 107.629 113.137 99.3579 110.345 192.333 191.207 246.089 251.746 248.966 254.558 251.873 257.402 248.902 254.621 223.786 225.743 227.754 190.032 116.619 240.865 243.212 245.601 248.032 170.88 173.066 105.906 121.655 106.733 
120 78.7909 83.5225 86.1626 84.7585 5.65685 4 4 0 5.65685 4 8.94427 8 126.301 134.164 130.231 135.351 51.225 54.4059 53.8145 56.8507 56.5685 59.4643 59.4643 62.2254 152 164 164.049 152.21 164.195 152.473 164.438 156 156.461 160 160.449 175.317 185.3 178.617 181.945 112.641 115.447 113.137 113.772 114.543 100.319 104 101.98 99.0353 104.69 101.98 107.48 104.995 110.345 96.3328 107.629 191.207 190.158 243.311 248.902 246.219 251.746 249.159 254.621 246.089 251.873 220.291 222.279 224.321 187.019 112.925 237.622 240 242.421 244.884 168.76 170.88 101.98 117.712 102.84 
120.93 76.9415 80.9938 84.0952 82.4621 8 8.94427 4 5.65685 0 4 4 5.65685 129.553 137.463 133.507 136.528 52.1536 55.5698 54.4059 57.6888 56.8507 60 59.4643 62.482 156.051 168.048 168 156.051 168.048 156.205 168.19 160.05 160.2 164.049 164.195 176.409 186.59 179.778 183.172 109.179 112.641 109.836 110.635 111.571 98.387 101.98 102.45 99.0353 104.995 101.823 107.629 104.69 110.345 96.8297 107.48 188.51 187.361 243.245 248.966 246.089 251.746 248.966 254.558 246.089 251.746 221.883 223.786 225.743 187.446 115.169 238.562 240.865 243.212 245.601 167.523 169.753 105.224 121.062 105.906 
