0 4 4 5.65685 8 8.94427 113.137 109.179 113.772 109.836 114.543 110.635 92.3472 92.3472 88.3629 88.3629 92.0869 88.0909 92 88 92.0869 88.0909 103.846 113.842 106.283 107.703 110.055 28.8444 110.635 109.836 127.812 124.193 124.064 120.333 126.491 118.929 125.284 117.644 98.0612 94.1488 159.85 149.773 156.461 153.101 40 48.1664 62.482 51.225 56.8507 59.4643 53.8145 56.5685 50.9117 53.8145 100.08 100 96.0833 96 131.027 135.351 127.122 131.575 123.223 127.812 131.939 124.193 132.966 125.284 134.104 126.491 
4 0 5.65685 4 8.94427 8 117.098 113.137 117.712 113.772 118.457 114.543 92.7793 92.0869 88.8144 88.0909 92.3472 88.3629 92.0869 88.0909 92 88 107.703 117.644 110.055 111.571 113.842 26.8328 111.571 110.635 129.244 125.284 125.539 121.852 127.812 120.333 126.491 118.929 97.3242 93.3809 163.267 153.101 159.85 156.461 40.1995 50.9117 65.6049 53.8145 60 62.482 56.8507 59.4643 53.8145 56.5685 100.319 100.08 96.3328 96.0833 130.231 134.104 126.301 130.292 122.376 126.491 131.027 123.223 131.939 124.193 132.966 125.284 
4 5.65685 0 4 4 5.65685 112.641 108.665 113.137 109.179 113.772 109.836 96.3328 96.3328 92.3472 92.3472 96.0833 92.0869 96 92 96.0833 92.0869 102.84 112.641 104.995 106.733 108.812 32.249 114.543 113.772 131.575 128.062 127.812 124.064 130.292 122.703 129.12 121.458 101.98 98.0612 161.988 152.053 158.644 155.332 36 45.2548 60 48.1664 54.4059 56.8507 51.225 53.8145 48.1664 50.9117 104.077 104 100.08 100 134.937 139.14 131.027 135.351 127.122 131.575 135.823 128.062 136.821 129.12 137.928 130.292 
5.65685 4 4 0 5.65685 4 116.619 112.641 117.098 113.137 117.712 113.772 96.7471 96.0833 92.7793 92.0869 96.3328 92.3472 96.0833 92.0869 96 92 106.733 116.482 108.812 110.635 112.641 30.4631 115.447 114.543 132.966 129.12 129.244 125.539 131.575 124.064 130.292 122.703 101.272 97.3242 165.36 155.332 161.988 158.644 36.2215 48.1664 63.2456 50.9117 57.6888 60 54.4059 56.8507 51.225 53.8145 104.307 104.077 100.319 100.08 134.164 137.928 130.231 134.104 126.301 130.292 134.937 127.122 135.823 128.062 136.821 129.12 
8 8.94427 4 5.65685 0 4 112.285 108.296 112.641 108.665 113.137 109.179 100.319 100.319 96.3328 96.3328 100.08 96.0833 100 96 100.08 96.0833 101.98 111.571 103.846 105.906 107.703 35.7771 118.457 117.712 135.351 131.939 131.575 127.812 134.104 126.491 132.966 125.284 105.906 101.98 164.195 154.402 160.897 157.632 32 42.5206 57.6888 45.2548 52.1536 54.4059 48.8262 51.225 45.607 48.1664 108.074 108 104.077 104 138.852 142.941 134.937 139.14 131.027 135.351 139.714 131.939 140.684 132.966 141.76 134.104 
8.94427 8 5.65685 4 4 0 116.276 112.285 116.619 112.641 117.098 113.137 100.717 100.08 96.7471 96.0833 100.319 96.3328 100.08 96.0833 100 96 105.906 115.447 107.703 109.836 111.571 34.176 119.331 118.457 136.704 132.966 132.966 129.244 135.351 127.812 134.104 126.491 105.224 101.272 167.523 157.632 164.195 160.897 32.249 45.607 61.0574 48.1664 55.5698 57.6888 52.1536 54.4059 48.8262 51.225 108.296 108.074 104.307 104.077 138.101 141.76 134.164 137.928 130.231 134.104 138.852 131.027 139.714 131.939 140.684 132.966 
113.137 117.098 112.641 116.619 112.285 116.276 0 4 4 5.65685 8 8.94427 149.933 161.443 147.078 158.795 152.735 149.933 155.589 152.84 158.493 155.795 16.9706 20.3961 23.3238 14.4222 21.5407 134.104 152.053 154.402 152.053 157.785 148.486 144.941 153.883 146.86 155.795 148.862 173.113 170.552 102.84 100.717 101.98 101.272 114.543 82.4621 68.352 83.5225 70.8802 72.111 74.7262 75.8947 78.5875 79.6994 158.493 161.245 155.589 158.392 200.838 212.302 197.99 209.609 195.182 206.959 203.647 198.071 206.495 200.998 209.38 203.961 
109.179 113.137 108.665 112.641 108.296 112.285 4 0 5.65685 4 8.94427 8 147.187 158.493 144.278 155.795 149.933 147.078 152.735 149.933 155.589 152.84 14.4222 20 21.5407 12.6491 20.3961 130.292 149.773 152.053 150.306 155.795 146.697 143.108 152.053 144.941 153.883 146.86 170.082 167.475 103.846 101.272 102.84 101.98 110.635 78.5875 64.622 79.6994 67.0522 68.352 70.8802 72.111 74.7262 75.8947 155.795 158.493 152.84 155.589 198.071 209.38 195.182 206.649 192.333 203.961 200.838 195.182 203.647 198.071 206.495 200.998 
113.772 117.712 113.137 117.098 112.641 116.619 4 5.65685 0 4 4 5.65685 152.84 164.146 149.933 161.443 155.589 152.735 158.392 155.589 161.245 158.493 14.4222 16.4924 20 11.3137 17.8885 135.351 155.332 157.632 155.641 161.245 152.053 148.486 157.429 150.36 159.298 152.315 175.727 173.113 106.733 104.69 105.906 105.224 113.772 81.5843 67.0522 82.4621 69.857 70.8802 73.7564 74.7262 77.666 78.5875 161.443 164.146 158.493 161.245 203.725 215.035 200.838 212.302 197.99 209.609 206.495 200.838 209.304 203.725 212.151 206.649 
109.836 113.772 109.179 113.137 108.665 112.641 5.65685 4 4 0 5.65685 4 150.147 161.245 147.187 158.493 152.84 149.933 155.589 152.735 158.392 155.589 11.3137 16 17.8885 8.94427 16.4924 131.575 153.101 155.332 153.935 159.298 150.306 146.697 155.641 148.486 157.429 150.36 172.743 170.082 107.703 105.224 106.733 105.906 109.836 77.666 63.2456 78.5875 65.9697 67.0522 69.857 70.8802 73.7564 74.7262 158.795 161.443 155.795 158.493 200.998 212.151 198.071 209.38 195.182 206.649 203.725 197.99 206.495 200.838 209.304 203.725 
