0 4 60 52 56 141.421 140.228 140.911 140.513 118.186 112.641 116.619 115.169 113.842 142.042 134.164 141.421 133.507 140.911 132.966 140.513 132.544 140.228 132.242 138.101 136.235 240.433 237.655 237.588 234.776 234.776 231.931 232 229.12 190.032 179.778 188.043 177.674 186.59 184.564 183.172 181.108 175.727 173.159 174.951 174.264 173.666 97.3242 96 93.3809 92 89.4427 88 96.7471 88.8144 96.3328 88.3629 96.0833 88.0909 187.446 184.391 184.911 181.813 82.4621 70.7672 80 67.8823 77.666 65.1153 79.3977 
4 0 64 56 60 142.042 140.513 141.421 140.911 119.867 113.842 118.186 116.619 115.169 145.986 138.101 145.382 137.463 144.886 136.938 144.499 136.528 144.222 136.235 142.042 140.228 243.245 240.433 240.433 237.588 237.655 234.776 234.913 232 193.494 183.172 191.541 181.108 190.032 188.043 186.59 184.564 176.59 173.666 175.727 174.951 174.264 98.0612 96.0833 94.1488 92.0869 90.2441 88.0909 97.3242 89.4427 96.7471 88.8144 96.3328 88.3629 190.536 187.446 188.043 184.911 85.6037 73.5391 83.2346 70.7672 80.9938 68.1175 82.4621 
60 64 0 8 4 145.602 149.345 146.751 148 108.665 111.571 109.179 109.836 110.635 83.5225 75.8947 82.4621 74.7262 81.5843 73.7564 80.895 72.9932 80.399 72.4431 79.6994 76.4199 203.096 200.998 199.72 197.585 196.367 194.196 193.039 190.83 141.534 132.966 138.852 130.108 138.622 135.882 135.765 132.966 173.666 176.59 174.264 174.951 175.727 105.603 113.208 101.98 109.836 98.387 106.508 107.331 100.24 109.179 102.215 111.14 104.307 146.479 144.222 143.22 140.911 52.1536 53.3667 48.1664 49.4773 44.1814 45.607 52 
52 56 8 0 4 143.611 146.751 144.554 145.602 108.074 109.836 108.296 108.665 109.179 91.214 83.5225 90.2441 82.4621 89.4427 81.5843 88.8144 80.895 88.3629 80.399 87.3613 84.3801 207.461 205.251 204.157 201.911 200.878 198.595 197.626 195.305 147.513 138.622 144.941 135.882 144.499 141.873 141.534 138.852 172.743 174.951 173.159 173.666 174.264 102.528 109.179 98.7927 105.679 95.0789 102.215 104 96.6644 105.603 98.387 107.331 100.24 151.208 148.809 148.054 145.602 53.3667 52.1536 49.4773 48.1664 45.607 44.1814 52.6118 
56 60 4 4 0 144.554 148 145.602 146.751 108.296 110.635 108.665 109.179 109.836 87.3613 79.6994 86.3481 78.5875 85.5102 77.666 84.8528 76.9415 84.3801 76.4199 83.5225 80.399 205.251 203.096 201.911 199.72 198.595 196.367 195.305 193.039 144.499 135.765 141.873 132.966 141.534 138.852 138.622 135.882 173.159 175.727 173.666 174.264 174.951 104 111.14 100.319 107.703 96.6644 104.307 105.603 98.387 107.331 100.24 109.179 102.215 148.809 146.479 145.602 143.22 52.6118 52.6118 48.6621 48.6621 44.7214 44.7214 52.1536 
141.421 142.042 145.602 143.611 144.554 0 12 4 8 42.5206 34.176 40 37.7359 35.7771 166.901 161.245 169.706 164.146 172.557 167.093 175.454 170.082 178.393 173.113 164.049 175.727 151.42 147.513 150.625 146.697 149.933 145.986 149.345 145.382 150.572 139.14 151.789 140.456 146.751 148 142.941 144.222 35.7771 32 34.176 32.9848 32.249 44.1814 48.3322 48.1664 52 52.1536 55.7136 44.7214 52.6118 45.607 53.3667 46.8188 54.4059 125.603 121.655 126.301 122.376 98.387 92.3472 101.98 96.1665 105.603 100 96.6644 
140.228 140.513 149.345 146.751 148 12 0 8 4 51.225 40 48.1664 45.2548 42.5206 175.727 169.8 178.393 172.557 181.108 175.362 183.87 178.213 186.676 181.108 172.743 183.87 163.169 159.248 162.432 158.493 161.79 157.835 161.245 157.277 162.086 150.572 163.218 151.789 158.24 159.399 154.402 155.589 42.5206 34.176 40 37.7359 35.7771 44.7214 44.7214 48.6621 48.6621 52.6118 52.6118 44.1814 52.1536 44 52 44.1814 52.1536 137.463 133.507 138.101 134.164 104.307 96.6644 107.703 100.319 111.14 104 102.215 
140.911 141.421 146.751 144.554 145.602 4 8 0 4 45.2548 35.7771 42.5206 40 37.7359 169.8 164.049 172.557 166.901 175.362 169.8 178.213 172.743 181.108 175.727 166.901 178.393 155.332 151.42 154.557 150.625 153.883 149.933 153.31 149.345 154.402 142.941 155.589 144.222 150.572 151.789 146.751 148 37.7359 32.249 35.7771 34.176 32.9848 44 46.8188 48 50.5964 52 54.4059 44.1814 52.1536 44.7214 52.6118 45.607 53.3667 129.553 125.603 130.231 126.301 100.24 93.6376 103.769 97.4064 107.331 101.193 98.387 
140.513 140.911 148 145.602 146.751 8 4 4 0 48.1664 37.7359 45.2548 42.5206 40 172.743 166.901 175.454 169.706 178.213 172.557 181.019 175.454 183.87 178.393 169.8 181.108 159.248 155.332 158.493 154.557 157.835 153.883 157.277 153.31 158.24 146.751 159.399 148 154.402 155.589 150.572 151.789 40 32.9848 37.7359 35.7771 34.176 44.1814 45.607 48.1664 49.4773 52.1536 53.3667 44 52 44.1814 52.1536 44.7214 52.6118 133.507 129.553 134.164 130.231 102.215 95.0789 105.679 98.7927 109.179 102.528 100.24 
118.186 119.867 108.665 108.074 108.296 42.5206 51.225 45.2548 48.1664 0 16 4 8 12 124.579 118.794 127.311 121.655 130.108 124.579 132.966 127.562 135.882 130.599 121.655 133.207 136 132.484 134.164 130.599 132.424 128.81 130.782 127.122 116.619 104.69 117.098 105.224 112.641 113.137 108.665 109.179 65.1153 69.857 65.9697 67.0522 68.352 34.176 49.4773 35.7771 50.5964 37.7359 52 37.9473 41.1825 41.7612 44.7214 45.607 48.3322 96.7471 92.7793 96.3328 92.3472 58.2409 56 62.0967 60 65.9697 64 57.2713 
112.641 113.842 111.571 109.836 110.635 34.176 40 35.7771 37.7359 16 0 12 8 4 136.821 130.599 139.313 133.207 141.873 135.882 144.499 138.622 147.187 141.421 133.686 144.278 150.306 146.697 148.647 144.997 147.078 143.388 145.602 141.873 132.544 120.599 132.966 121.062 128.561 128.996 124.579 125.028 64.1249 65.1153 64 64.1249 64.4981 20 34.176 22.6274 35.7771 25.6125 37.7359 23.3238 28.2843 26.8328 31.241 30.4631 34.4093 112.641 108.665 112.285 108.296 64.4981 58.2409 68 62.0967 71.5542 65.9697 62.6099 
116.619 118.186 109.179 108.296 108.665 40 48.1664 42.5206 45.2548 4 12 0 4 8 127.562 121.655 130.231 124.451 132.966 127.311 135.765 130.231 138.622 133.207 124.579 135.882 139.542 136 137.753 134.164 136.059 132.424 134.462 130.782 120.599 108.665 121.062 109.179 116.619 117.098 112.641 113.137 64.4981 68.352 65.1153 65.9697 67.0522 30.4631 45.607 32.249 46.8188 34.4093 48.3322 34.176 37.7359 37.9473 41.1825 41.7612 44.7214 100.717 96.7471 100.319 96.3328 59.4643 56.1427 63.2456 60.1332 67.0522 64.1249 58.2409 
115.169 116.619 109.836 108.665 109.179 37.7359 45.2548 40 42.5206 8 8 4 0 4 130.599 124.579 133.207 127.311 135.882 130.108 138.622 132.966 141.421 135.882 127.562 138.622 143.108 139.542 141.365 137.753 139.714 136.059 138.159 134.462 124.579 112.641 125.028 113.137 120.599 121.062 116.619 117.098 64.1249 67.0522 64.4981 65.1153 65.9697 26.8328 41.7612 28.8444 43.0813 31.241 44.7214 30.4631 34.4093 34.176 37.7359 37.9473 41.1825 104.69 100.717 104.307 100.319 60.9262 56.5685 64.622 60.531 68.352 64.4981 59.4643 
113.842 115.169 110.635 109.179 109.836 35.7771 42.5206 37.7359 40 12 4 8 4 0 133.686 127.562 136.235 130.231 138.852 132.966 141.534 135.765 144.278 138.622 130.599 141.421 146.697 143.108 144.997 141.365 143.388 139.714 141.873 138.159 128.561 116.619 128.996 117.098 124.579 125.028 120.599 121.062 64 65.9697 64.1249 64.4981 65.1153 23.3238 37.9473 25.6125 39.3954 28.2843 41.1825 26.8328 31.241 30.4631 34.4093 34.176 37.7359 108.665 104.69 108.296 104.307 62.6099 57.2713 66.2118 61.1882 69.857 65.1153 60.9262 
142.042 145.986 83.5225 91.214 87.3613 166.901 175.727 169.8 172.743 124.579 136.821 127.562 130.599 133.686 0 8 4 8.94427 8 11.3137 12 14.4222 16 17.8885 4 16.4924 150.625 149.933 146.697 145.986 142.773 142.042 138.852 138.101 75.8947 72.9932 72.111 69.0507 74.7262 70.8802 73.7564 69.857 180.887 190.536 183.216 185.602 188.043 143.388 157.429 141.421 155.641 139.542 153.935 146.86 143.108 150.36 146.697 153.883 150.306 96.0833 96 92.0869 92 80.9938 96.1665 79.6994 95.0789 78.5875 94.1488 84.7585 
134.164 138.101 75.8947 83.5225 79.6994 161.245 169.8 164.049 166.901 118.794 130.599 121.655 124.579 127.562 8 0 8.94427 4 11.3137 8 14.4222 12 17.8885 16 4 16.4924 152.315 151.42 148.432 147.513 144.554 143.611 140.684 139.714 78.7909 74.7262 75.1532 70.8802 77.2528 73.5391 75.8947 72.111 176.409 185.602 178.617 180.887 183.216 136.528 150.36 134.462 148.486 132.484 146.697 139.943 136 143.388 139.542 146.86 143.108 96.7471 96.3328 92.7793 92.3472 73.5391 88.5438 72.111 87.3613 70.8802 86.3481 77.2528 
141.421 145.382 82.4621 90.2441 86.3481 169.706 178.393 172.557 175.454 127.311 139.313 130.231 133.207 136.235 4 8.94427 0 8 4 8.94427 8 11.3137 12 14.4222 5.65685 12.6491 154.557 153.883 150.625 149.933 146.697 145.986 142.773 142.042 79.6994 76.9415 75.8947 72.9932 78.5875 74.7262 77.666 73.7564 184.174 193.659 186.462 188.807 191.207 145.437 159.298 143.388 157.429 141.421 155.641 148.862 144.941 152.315 148.486 155.795 152.053 100.08 100 96.0833 96 82.4621 97.4064 80.9938 96.1665 79.6994 95.0789 86.1626 
133.507 137.463 74.7262 82.4621 78.5875 164.146 172.557 166.901 169.706 121.655 133.207 124.451 127.311 130.231 8.94427 4 8 0 8.94427 4 11.3137 8 14.4222 12 5.65685 12.6491 156.205 155.332 152.315 151.42 148.432 147.513 144.554 143.611 82.4621 78.5875 78.7909 74.7262 80.9938 77.2528 79.6994 75.8947 179.778 188.807 181.945 184.174 186.462 138.679 152.315 136.528 150.36 134.462 148.486 142.042 137.928 145.437 141.421 148.862 144.941 100.717 100.319 96.7471 96.3328 75.1532 89.8888 73.5391 88.5438 72.111 87.3613 78.7909 
140.911 144.886 81.5843 89.4427 85.5102 172.557 181.108 175.362 178.213 130.108 141.873 132.966 135.882 138.852 8 11.3137 4 8.94427 0 8 4 8.94427 8 11.3137 8.94427 8.94427 158.493 157.835 154.557 153.883 150.625 149.933 146.697 145.986 83.5225 80.895 79.6994 76.9415 82.4621 78.5875 81.5843 77.666 187.489 196.815 189.737 192.042 194.402 147.567 161.245 145.437 159.298 143.388 157.429 150.944 146.86 154.35 150.36 157.785 153.883 104.077 104 100.08 100 84.0952 98.7927 82.4621 97.4064 80.9938 96.1665 87.7268 
132.966 136.938 73.7564 81.5843 77.666 167.093 175.362 169.8 172.557 124.579 135.882 127.311 130.108 132.966 11.3137 8 8.94427 4 8 0 8.94427 4 11.3137 8 8.94427 8.94427 160.1 159.248 156.205 155.332 152.315 151.42 148.432 147.513 86.1626 82.4621 82.4621 78.5875 84.7585 80.9938 83.5225 79.6994 183.172 192.042 185.3 187.489 189.737 140.911 154.35 138.679 152.315 136.528 150.36 144.222 139.943 147.567 143.388 150.944 146.86 104.69 104.307 100.717 100.319 76.9415 91.3893 75.1532 89.8888 73.5391 88.5438 80.4984 
140.513 144.499 80.895 88.8144 84.8528 175.454 183.87 178.213 181.019 132.966 144.499 135.765 138.622 141.534 12 14.4222 8 11.3137 4 8.94427 0 8 4 8.94427 12.6491 5.65685 162.432 161.79 158.493 157.835 154.557 153.883 150.625 149.933 87.3613 84.8528 83.5225 80.895 86.3481 82.4621 85.5102 81.5843 190.83 200 193.039 195.305 197.626 149.773 163.267 147.567 161.245 145.437 159.298 153.101 148.862 156.461 152.315 159.85 155.795 108.074 108 104.077 104 85.8836 100.319 84.0952 98.7927 82.4621 97.4064 89.4427 
