0 12 4 12.6491 8 14.4222 12 16.9706 16 20 4 16.4924 8 17.8885 152.315 157.429 148.647 153.883 144.997 150.36 141.365 146.86 137.753 143.388 153.935 139.542 155.641 141.421 129.553 131.939 125.603 128.062 121.655 124.193 117.712 120.333 130.231 118.457 131.027 119.331 80.9938 79.6994 78.5875 77.666 98.9545 100 101.193 66.2118 62.0967 62.6099 58.2409 59.0593 54.4059 55.5698 50.5964 52.1536 46.8188 64.622 50.1199 63.2456 48.3322 111.14 107.703 104.307 131.027 127.624 128.996 125.539 127.059 123.548 41.1825 39.3954 37.9473 127.562 120 124.579 116.825 124.964 121.918 122.442 
12 0 12.6491 4 14.4222 8 16.9706 12 20 16 8 17.8885 4 16.4924 148 152.315 144.222 148.647 140.456 144.997 136.704 141.365 132.966 137.753 149.345 134.462 150.785 136.059 128.25 129.553 124.258 125.603 120.266 121.655 116.276 117.712 128.561 116.619 128.996 117.098 92.3472 91.214 90.2441 89.4427 110.635 111.571 112.641 72.111 66.2118 68.8186 62.6099 65.6049 59.0593 62.482 55.5698 59.4643 52.1536 69.9714 56.8507 68 54.4059 117.644 114.403 111.212 141.421 137.928 139.542 136 137.753 134.164 31.241 28.8444 26.8328 135.765 127.562 132.966 124.579 132.966 130.108 130.231 
4 12.6491 0 12 4 12.6491 8 14.4222 12 16.9706 5.65685 12.6491 8.94427 14.4222 156 160.997 152.315 157.429 148.647 153.883 144.997 150.36 141.365 146.86 157.582 143.108 159.248 144.941 133.507 135.823 129.553 131.939 125.603 128.062 121.655 124.193 134.164 122.376 134.937 123.223 82.4621 80.9938 79.6994 78.5875 98.0612 98.9545 100 69.857 65.9697 66.2118 62.0967 62.6099 58.2409 59.0593 54.4059 55.5698 50.5964 68.352 53.6656 67.0522 52 114.612 111.14 107.703 133.147 129.8 131.027 127.624 128.996 125.539 43.2666 41.1825 39.3954 130.599 123.223 127.562 120 128.062 124.964 125.603 
12.6491 4 12 0 12.6491 4 14.4222 8 16.9706 12 8.94427 14.4222 5.65685 12.6491 151.789 156 148 152.315 144.222 148.647 140.456 144.997 136.704 141.365 153.101 138.159 154.506 139.714 132.242 133.507 128.25 129.553 124.258 125.603 120.266 121.655 132.544 120.599 132.966 121.062 93.6376 92.3472 91.214 90.2441 109.836 110.635 111.571 75.4718 69.857 72.111 66.2118 68.8186 62.6099 65.6049 59.0593 62.482 55.5698 73.4302 60 71.5542 57.6888 120.93 117.644 114.403 143.388 139.943 141.421 137.928 139.542 136 33.9411 31.241 28.8444 138.622 130.599 135.765 127.562 135.882 132.966 133.207 
8 14.4222 4 12.6491 0 12 4 12.6491 8 14.4222 8.94427 8.94427 11.3137 11.3137 159.7 164.584 156 160.997 152.315 157.429 148.647 153.883 144.997 150.36 161.245 146.697 162.874 148.486 137.463 139.714 133.507 135.823 129.553 131.939 125.603 128.062 138.101 126.301 138.852 127.122 84.0952 82.4621 80.9938 79.6994 97.3242 98.0612 98.9545 73.5391 69.857 69.857 65.9697 66.2118 62.0967 62.6099 58.2409 59.0593 54.4059 72.111 57.2713 70.8802 55.7136 118.119 114.612 111.14 135.351 132.061 133.147 129.8 131.027 127.624 45.607 43.2666 41.1825 133.686 126.491 130.599 123.223 131.21 128.062 128.81 
14.4222 8 12.6491 4 12 0 12.6491 4 14.4222 8 11.3137 11.3137 8.94427 8.94427 155.589 159.7 151.789 156 148 152.315 144.222 148.647 140.456 144.997 156.869 141.873 158.24 143.388 136.235 137.463 132.242 133.507 128.25 129.553 124.258 125.603 136.528 124.579 136.938 125.028 95.0789 93.6376 92.3472 91.214 109.179 109.836 110.635 78.8923 73.5391 75.4718 69.857 72.111 66.2118 68.8186 62.6099 65.6049 59.0593 76.9415 63.2456 75.1532 61.0574 124.258 120.93 117.644 145.437 142.042 143.388 139.943 141.421 137.928 36.8782 33.9411 31.241 141.534 133.686 138.622 130.599 138.852 135.882 136.235 
12 16.9706 8 14.4222 4 12.6491 0 12 4 12.6491 12.6491 5.65685 14.4222 8.94427 163.414 168.19 159.7 164.584 156 160.997 152.315 157.429 148.647 153.883 164.924 150.306 166.517 152.053 141.421 143.611 137.463 139.714 133.507 135.823 129.553 131.939 142.042 130.231 142.773 131.027 85.8836 84.0952 82.4621 80.9938 96.7471 97.3242 98.0612 77.2528 73.7564 73.5391 69.857 69.857 65.9697 66.2118 62.0967 62.6099 58.2409 75.8947 60.9262 74.7262 59.4643 121.655 118.119 114.612 137.637 134.402 135.351 132.061 133.147 129.8 48.1664 45.607 43.2666 136.821 129.8 133.686 126.491 134.402 131.21 132.061 
16.9706 12 14.4222 8 12.6491 4 12 0 12.6491 4 14.4222 8.94427 12.6491 5.65685 159.399 163.414 155.589 159.7 151.789 156 148 152.315 144.222 148.647 160.649 145.602 161.988 147.078 140.228 141.421 136.235 137.463 132.242 133.507 128.25 129.553 140.513 128.561 140.911 128.996 96.6644 95.0789 93.6376 92.3472 108.665 109.179 109.836 82.365 77.2528 78.8923 73.5391 75.4718 69.857 72.111 66.2118 68.8186 62.6099 80.4984 66.5733 78.7909 64.4981 127.624 124.258 120.93 147.567 144.222 145.437 142.042 143.388 139.943 40 36.8782 33.9411 144.499 136.821 141.534 133.686 141.873 138.852 139.313 
16 20 12 16.9706 8 14.4222 4 12.6491 0 12 16.4924 4 17.8885 8 167.141 171.814 163.414 168.19 159.7 164.584 156 160.997 152.315 157.429 168.618 153.935 170.176 155.641 145.382 147.513 141.421 143.611 137.463 139.714 133.507 135.823 145.986 134.164 146.697 134.937 87.818 85.8836 84.0952 82.4621 96.3328 96.7471 97.3242 80.9938 77.666 77.2528 73.7564 73.5391 69.857 69.857 65.9697 66.2118 62.0967 79.6994 64.622 78.5875 63.2456 125.22 121.655 118.119 140 136.821 137.637 134.402 135.351 132.061 50.9117 48.1664 45.607 140 133.147 136.821 129.8 137.637 134.402 135.351 
20 16 16.9706 12 14.4222 8 12.6491 4 12 0 17.8885 8 16.4924 4 163.218 167.141 159.399 163.414 155.589 159.7 151.789 156 148 152.315 164.438 149.345 165.747 150.785 144.222 145.382 140.228 141.421 136.235 137.463 132.242 133.507 144.499 132.544 144.886 132.966 98.387 96.6644 95.0789 93.6376 108.296 108.665 109.179 85.8836 80.9938 82.365 77.2528 78.8923 73.5391 75.4718 69.857 72.111 66.2118 84.0952 69.9714 82.4621 68 131.027 127.624 124.258 149.773 146.479 147.567 144.222 145.437 142.042 43.2666 40 36.8782 147.513 140 144.499 136.821 144.941 141.873 142.436 
