0 4 8 12 37.7359 34.176 35.7771 180.887 169.517 182.165 170.88 177.088 178.393 173.297 174.631 173.666 161.443 176.182 164.146 178.751 166.901 181.373 169.706 184.043 172.557 170.552 181.108 167.475 178.213 164.438 175.362 154.506 153.101 151.789 150.572 40.7922 36.8782 32.9848 53.8145 50.9117 56.5685 53.8145 59.4643 56.8507 62.482 60 65.6049 63.2456 96.6644 82.365 98.387 84.3801 93.0376 94.8262 89.4427 91.3017 85.8836 87.818 178.885 171.767 180.71 173.666 182.603 175.636 184.564 177.674 186.59 179.778 175.317 183.172 
4 0 4 8 41.1825 37.9473 39.3954 179.689 168.238 180.887 169.517 175.864 177.088 172.047 173.297 171.207 158.795 173.666 161.443 176.182 164.146 178.751 166.901 181.373 169.706 168.048 178.393 164.924 175.454 161.839 172.557 156 154.506 153.101 151.789 44.7214 40.7922 36.8782 51.225 48.1664 53.8145 50.9117 56.5685 53.8145 59.4643 56.8507 62.482 60 95.0789 80.4984 96.6644 82.365 91.3893 93.0376 87.7268 89.4427 84.0952 85.8836 177.133 169.941 178.885 171.767 180.71 173.666 182.603 175.636 184.564 177.674 173.528 181.108 
8 4 0 4 44.7214 41.7612 43.0813 178.572 167.045 179.689 168.238 174.723 175.864 170.88 172.047 168.808 156.205 171.207 158.795 173.666 161.443 176.182 164.146 178.751 166.901 165.602 175.727 162.432 172.743 159.298 169.8 157.582 156 154.506 153.101 48.6621 44.7214 40.7922 48.8262 45.607 51.225 48.1664 53.8145 50.9117 56.5685 53.8145 59.4643 56.8507 93.6376 78.7909 95.0789 80.4984 89.8888 91.3893 86.1626 87.7268 82.4621 84.0952 175.454 168.19 177.133 169.941 178.885 171.767 180.71 173.666 182.603 175.636 171.814 179.109 
12 8 4 0 48.3322 45.607 46.8188 177.539 165.94 178.572 167.045 173.666 174.723 169.8 170.88 166.469 153.675 168.808 156.205 171.207 158.795 173.666 161.443 176.182 164.146 163.218 173.113 160 170.082 156.818 167.093 159.248 157.582 156 154.506 52.6118 48.6621 44.7214 46.6476 43.2666 48.8262 45.607 51.225 48.1664 53.8145 50.9117 56.5685 53.8145 92.3472 77.2528 93.6376 78.7909 88.5438 89.8888 84.7585 86.1626 80.9938 82.4621 173.851 166.517 175.454 168.19 177.133 169.941 178.885 171.767 180.71 173.666 170.176 177.178 
37.7359 41.1825 44.7214 48.3322 0 8 4 175.636 165.36 177.674 167.523 172.186 174.264 168.76 170.88 181.813 172.047 184.911 175.317 188.043 178.617 191.207 181.945 194.402 185.3 179.287 192.042 176.816 189.737 174.402 187.489 126.301 125.603 125.028 124.579 29.1204 28.2843 28 70.8802 69.857 74.7262 73.7564 78.5875 77.666 82.4621 81.5843 86.3481 85.5102 99.0353 88.8144 101.98 92.0869 96.3328 99.3579 93.723 96.8297 91.214 94.4034 179.287 173.113 181.813 175.727 184.391 178.393 187.019 181.108 189.694 183.87 176.182 186.762 
34.176 37.9473 41.7612 45.607 8 0 4 182.603 172.186 184.564 174.264 179.109 181.108 175.636 177.674 187.019 176.816 190.032 180 193.08 183.216 196.163 186.462 199.279 189.737 184.391 196.815 181.813 194.402 179.287 192.042 134.164 133.507 132.966 132.544 21.5407 20.3961 20 73.5391 72.111 77.2528 75.8947 80.9938 79.6994 84.7585 83.5225 88.5438 87.3613 104.69 93.723 107.48 96.8297 101.823 104.69 99.0353 101.98 96.3328 99.3579 185.602 179.287 188.043 181.813 190.536 184.391 193.08 187.019 195.673 189.694 182.428 192.666 
35.7771 39.3954 43.0813 46.8188 4 4 0 179.109 168.76 181.108 170.88 175.636 177.674 172.186 174.264 184.391 174.402 187.446 177.629 190.536 180.887 193.659 184.174 196.815 187.489 181.813 194.402 179.287 192.042 176.816 189.737 130.231 129.553 128.996 128.561 25.2982 24.3311 24 72.111 70.8802 75.8947 74.7262 79.6994 78.5875 83.5225 82.4621 87.3613 86.3481 101.823 91.214 104.69 94.4034 99.0353 101.98 96.3328 99.3579 93.723 96.8297 182.428 176.182 184.911 178.751 187.446 181.373 190.032 184.043 192.666 186.762 179.287 189.694 
180.887 179.689 178.572 177.539 175.636 182.603 179.109 0 12 4 12.6491 4 5.65685 8 8.94427 63.2456 73.5391 66.5733 76.4199 69.9714 79.3977 73.4302 82.4621 76.9415 85.6037 65.6049 78.8923 68.1175 80.9938 70.7672 83.2346 115.447 111.571 107.703 103.846 204 202.148 200.36 133.507 137.463 132.966 136.938 132.544 136.528 132.242 136.235 132.061 136.059 85.5102 101.272 84.8528 100.717 89.4427 88.8144 93.3809 92.7793 97.3242 96.7471 26.8328 31.241 30.4631 34.4093 34.176 37.7359 37.9473 41.1825 41.7612 44.7214 28.8444 43.0813 
169.517 168.238 167.045 165.94 165.36 172.186 168.76 12 0 12.6491 4 8 8.94427 4 5.65685 57.2713 65.6049 60.9262 68.8186 64.622 72.111 68.352 75.4718 72.111 78.8923 59.0593 73.5391 61.0574 75.1532 63.2456 76.9415 113.137 109.179 105.224 101.272 193.494 191.541 189.652 121.655 125.603 121.062 125.028 120.599 124.579 120.266 124.258 120.067 124.064 73.7564 89.4427 72.9932 88.8144 77.666 76.9415 81.5843 80.895 85.5102 84.8528 24 25.2982 28 29.1204 32 32.9848 36 36.8782 40 40.7922 24.3311 40.1995 
182.165 180.887 179.689 178.572 177.674 184.564 181.108 4 12.6491 0 12 5.65685 4 8.94427 8 60 70.7672 63.2456 73.5391 66.5733 76.4199 69.9714 79.3977 73.4302 82.4621 62.482 75.4718 65.1153 77.666 67.8823 80 119.331 115.447 111.571 107.703 205.913 204 202.148 134.164 138.101 133.507 137.463 132.966 136.938 132.544 136.528 132.242 136.235 86.3481 101.98 85.5102 101.272 90.2441 89.4427 94.1488 93.3809 98.0612 97.3242 23.3238 28.2843 26.8328 31.241 30.4631 34.4093 34.176 37.7359 37.9473 41.1825 25.6125 39.3954 
