0 4 4 5.65685 8 8.94427 54.4059 50.5964 55.7136 52 57.2713 53.6656 59.0593 55.5698 61.0574 57.6888 209.914 204 213.354 207.538 216.813 211.092 207.885 214.849 205.913 212.941 116.069 104.077 116.276 104.307 116.619 104.69 112.071 112.641 108.074 108.665 217.513 215.407 220.907 218.833 
4 0 5.65685 4 8.94427 8 58.2409 54.4059 59.4643 55.7136 60.9262 57.2713 62.6099 59.0593 64.4981 61.0574 212 205.913 215.407 209.418 218.833 212.941 209.914 216.813 207.885 214.849 120.067 108.074 120.266 108.296 120.599 108.665 116.069 116.619 112.071 112.641 219.672 217.513 223.034 220.907 
4 5.65685 0 4 4 5.65685 53.3667 49.4773 54.4059 50.5964 55.7136 52 57.2713 53.6656 59.0593 55.5698 206.495 200.479 209.914 204 213.354 207.538 204.431 211.358 202.425 209.418 116 104 116.069 104.077 116.276 104.307 112 112.285 108 108.296 214.14 212 217.513 215.407 
5.65685 4 4 0 5.65685 4 57.2713 53.3667 58.2409 54.4059 59.4643 55.7136 60.9262 57.2713 62.6099 59.0593 208.614 202.425 212 205.913 215.407 209.418 206.495 213.354 204.431 211.358 120 108 120.067 108.074 120.266 108.296 116 116.276 112 112.285 216.333 214.14 219.672 217.513 
8 8.94427 4 5.65685 0 4 52.6118 48.6621 53.3667 49.4773 54.4059 50.5964 55.7136 52 57.2713 53.6656 203.096 196.977 206.495 200.479 209.914 204 200.998 207.885 198.957 205.913 116.069 104.077 116 104 116.069 104.077 112.071 112.071 108.074 108.074 210.789 208.614 214.14 212 
8.94427 8 5.65685 4 4 0 56.5685 52.6118 57.2713 53.3667 58.2409 54.4059 59.4643 55.7136 60.9262 57.2713 205.251 198.957 208.614 202.425 212 205.913 203.096 209.914 200.998 207.885 120.067 108.074 120 108 120.067 108.074 116.069 116.069 112.071 112.071 213.016 210.789 216.333 214.14 
54.4059 58.2409 53.3667 57.2713 52.6118 56.5685 0 4 4 5.65685 8 8.94427 12 12.6491 16 16.4924 173.297 169.8 177.088 173.666 180.887 177.539 172.047 179.689 170.88 178.572 65.1153 53.3667 64.4981 52.6118 64.1249 52.1536 61.1882 60.1332 57.2713 56.1427 179.778 178.393 183.521 182.165 
50.5964 54.4059 49.4773 53.3667 48.6621 52.6118 4 0 5.65685 4 8.94427 8 12.6491 12 16.4924 16 174.631 170.88 178.393 174.723 182.165 178.572 173.297 180.887 172.047 179.689 69.0507 57.2713 68.469 56.5685 68.1175 56.1427 65.1153 64.1249 61.1882 60.1332 181.24 179.778 184.954 183.521 
55.7136 59.4643 54.4059 58.2409 53.3667 57.2713 4 5.65685 0 4 4 5.65685 8 8.94427 12 12.6491 169.517 165.94 173.297 169.8 177.088 173.666 168.238 175.864 167.045 174.723 65.9697 54.4059 65.1153 53.3667 64.4981 52.6118 62.0967 60.531 58.2409 56.5685 176.045 174.631 179.778 178.393 
52 55.7136 50.5964 54.4059 49.4773 53.3667 5.65685 4 4 0 5.65685 4 8.94427 8 12.6491 12 170.88 167.045 174.631 170.88 178.393 174.723 169.517 177.088 168.238 175.864 69.857 58.2409 69.0507 57.2713 68.469 56.5685 65.9697 64.4981 62.0967 60.531 177.539 176.045 181.24 179.778 
