0 12 4 8 148.486 146.697 144.997 143.388 152.84 141.534 149.933 147.078 144.278 115.378 112.071 113.208 109.836 111.14 107.703 109.179 105.679 107.331 103.769 98.9545 95.0789 153.31 145.382 152.84 144.886 152.473 144.499 152.21 144.222 152.053 144.056 149.345 148.054 56 56.5685 52 
12 0 8 4 159.248 157.582 156 154.506 161.839 149.933 158.795 155.795 152.84 125.539 122.115 123.548 120.067 121.655 118.119 119.867 116.276 118.186 114.543 110.635 106.733 165.215 157.277 164.779 156.818 164.438 156.461 164.195 156.205 164.049 156.051 161.245 160.05 57.2713 56.1427 53.3667 
4 8 0 4 152.053 150.306 148.647 147.078 155.795 144.278 152.84 149.933 147.078 118.727 115.378 116.619 113.208 114.612 111.14 112.712 109.179 110.923 107.331 102.84 98.9545 157.277 149.345 156.818 148.862 156.461 148.486 156.205 148.216 156.051 148.054 153.31 152.053 56.1427 56.1427 52.1536 
8 4 4 0 155.641 153.935 152.315 150.785 158.795 147.078 155.795 152.84 149.933 122.115 118.727 120.067 116.619 118.119 114.612 116.276 112.712 114.543 110.923 106.733 102.84 161.245 153.31 160.798 152.84 160.449 152.473 160.2 152.21 160.05 152.053 157.277 156.051 56.5685 56 52.6118 
148.486 159.248 152.053 155.641 0 4 8 12 41.1825 50.9117 43.2666 45.607 48.1664 36.2215 40.1995 36.8782 40.7922 37.9473 41.7612 39.3954 43.0813 41.1825 44.7214 56.8507 59.4643 52 49.4773 55.7136 53.3667 59.4643 57.2713 63.2456 61.1882 67.0522 65.1153 50.5964 65.9697 132.544 140.513 132.966 
146.697 157.582 150.306 153.935 4 0 4 8 44.7214 53.8145 46.6476 48.8262 51.225 36 40 36.2215 40.1995 36.8782 40.7922 37.9473 41.7612 39.3954 43.0813 53.8145 56.5685 48.3322 45.607 52 49.4773 55.7136 53.3667 59.4643 57.2713 63.2456 61.1882 46.8188 62.0967 132.242 140.228 132.544 
144.997 156 148.647 152.315 8 4 0 4 48.3322 56.8507 50.1199 52.1536 54.4059 36.2215 40.1995 36 40 36.2215 40.1995 36.8782 40.7922 37.9473 41.7612 50.9117 53.8145 44.7214 41.7612 48.3322 45.607 52 49.4773 55.7136 53.3667 59.4643 57.2713 43.0813 58.2409 132.061 140.057 132.242 
143.388 154.506 147.078 150.785 12 8 4 0 52 60 53.6656 55.5698 57.6888 36.8782 40.7922 36.2215 40.1995 36 40 36.2215 40.1995 36.8782 40.7922 48.1664 51.225 41.1825 37.9473 44.7214 41.7612 48.3322 45.607 52 49.4773 55.7136 53.3667 39.3954 54.4059 132 140 132.061 
152.84 161.839 155.795 158.795 41.1825 44.7214 48.3322 52 0 16 4 8 12 43.0813 44.7214 46.8188 48.3322 50.5964 52 54.4059 55.7136 58.2409 59.4643 81.5843 82.4621 93.0376 89.8888 96.6644 93.6376 100.319 97.4064 104 101.193 107.703 104.995 91.3893 106.283 121.852 129.244 123.483 
141.534 149.933 144.278 147.078 50.9117 53.8145 56.8507 60 16 0 12 8 4 40 40.1995 44 44.1814 48 48.1664 52 52.1536 56 56.1427 80 80.0999 100.955 96.7471 104.307 100.24 107.703 103.769 111.14 107.331 114.612 110.923 98.7927 112.712 107.331 114.543 109.179 
149.933 158.795 152.84 155.795 43.2666 46.6476 50.1199 53.6656 4 12 0 4 8 41.7612 43.0813 45.607 46.8188 49.4773 50.5964 53.3667 54.4059 57.2713 58.2409 80.895 81.5843 94.8262 91.3893 98.387 95.0789 101.98 98.7927 105.603 102.528 109.252 106.283 93.0376 107.703 118.186 125.539 119.867 
147.078 155.795 149.933 152.84 45.607 48.8262 52.1536 55.5698 8 8 4 0 4 40.7922 41.7612 44.7214 45.607 48.6621 49.4773 52.6118 53.3667 56.5685 57.2713 80.399 80.895 96.7471 93.0376 100.24 96.6644 103.769 100.319 107.331 104 110.923 107.703 94.8262 109.252 114.543 121.852 116.276 
